Artist,Album,Song,Year,Lyrics
The National,Songs Without Words,Leo,0,"<div class=""lyrics"">
<!--sse-->
<p>[Instrumental]</p>
<!--/sse-->
</div>"
The National,Songs Without Words,Olive,0,"<div class=""lyrics"">
<!--sse-->
<p>[Instrumental]</p>
<!--/sse-->
</div>"
The National,Songs Without Words,Nova,0,"<div class=""lyrics"">
<!--sse-->
<p>[Instrumental]</p>
<!--/sse-->
</div>"
The National,Songs Without Words,Ingrid,0,"<div class=""lyrics"">
<!--sse-->
<p>[Instrumental]</p>
<!--/sse-->
</div>"
The National,Songs Without Words,Leah,0,"<div class=""lyrics"">
<!--sse-->
<p>[Instrumental]</p>
<!--/sse-->
</div>"
The National,Songs Without Words,Soglio,0,"<div class=""lyrics"">
<!--sse-->
<p>[Instrumental]</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Fake Empire,0,"<div class=""lyrics"">
<!--sse-->
<p>Stay out super late tonight<br/>
Picking apples, making pies<br/>
Put a little something in our lemonade and take it with us<br/>
We're half awake in a fake empire<br/>
We're half awake in a fake empire<br/>
<br/>
Tiptoe through our shiny city<br/>
With our diamond slippers on<br/>
Do our gay ballet on ice, bluebirds on our shoulders<br/>
We're half awake in a fake empire<br/>
We're half awake in a fake empire<br/>
<br/>
Turn the light out, say goodnight<br/>
No thinking for a little while<br/>
Let's not try to figure out everything at once<br/>
It's hard to keep track of you falling through the sky<br/>
We're half awake in a fake empire<br/>
We're half awake in a fake empire</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Mistaken For Strangers,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse]<br/>
You have to do it running<br/>
But you do everything that they ask you to<br/>
Cause you don't mind seeing yourself in a picture<br/>
As long as you look far away<br/>
As long as you look removed<br/>
<br/>
[Bridge]<br/>
Showered and blue-blazered<br/>
Fill yourself with quarters<br/>
Showered and blue-blazered<br/>
Fill yourself with quarters<br/>
<br/>
[Chorus]<br/>
You get mistaken for strangers by your own friends<br/>
When you pass them at night<br/>
Under the silvery, silvery Citibank lights<br/>
Arm in arm in arm and eyes and eyes glazing under<br/>
<br/>
Oh, you wouldn't want an angel watching over<br/>
Surprise, surprise, they wouldn't wanna watch<br/>
Another un-innocent, elegant fall<br/>
Into the un-magnificent lives of adults<br/>
<br/>
[Verse]<br/>
Make up something to believe in your heart of hearts<br/>
So you have something to wear on your sleeve of sleeves<br/>
So you swear you just saw a feathery woman<br/>
Carry a blindfolded man through the trees<br/>
<br/>
[Bridge]<br/>
Showered and blue-blazered<br/>
Fill yourself with quarters<br/>
Showered and blue-blazered<br/>
Fill yourself with quarters<br/>
<br/>
[Chorus]<br/>
You get mistaken for strangers by your own friends<br/>
When you pass them at night<br/>
Under the silvery, silvery Citibank lights<br/>
Arm in arm in arm and eyes and eyes glazing under<br/>
<br/>
You get mistaken for strangers by your own friends<br/>
When you pass them at night<br/>
Under the silvery, silvery Citibank lights<br/>
Arm in arm in arm and eyes and eyes glazing under</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Brainy,0,"<div class=""lyrics"">
<!--sse-->
<p>I've been dragging around from the end of your coat for two weeks<br/>
Everywhere you go is swirling, everything you say has water under it<br/>
You know I keep your fingerprints in a pink folder in the middle of my table<br/>
You're the tall kingdom I surround, think I better follow you around<br/>
<br/>
You might need me more than you think you will<br/>
Come home in the car you love, brainy, brainy, brainy<br/>
<br/>
I've been dragging around from the end of your coat for two weeks<br/>
You keep changing your fancy, fancy mind every time I decide to let it go<br/>
I was up all night again, boning up and reading the American dictionary<br/>
You'll never believe me what I found, think I better follow you around<br/>
<br/>
You might need me more than you think you will<br/>
Come home in the car you love, brainy, brainy, brainy<br/>
You might need me more than you think you will<br/>
Come home in the car you love, brainy, brainy, brainy</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Squalor Victoria,0,"<div class=""lyrics"">
<!--sse-->
<p>Underline everything, I'm a professional<br/>
In my beloved white shirt<br/>
Underline everything, I'm a professional<br/>
In my beloved white shirt<br/>
<br/>
I'm going down among the saints<br/>
<br/>
Raise our heavenly glasses to the heavens<br/>
Squalor Victoria, Squalor Victoria!<br/>
Raise our heavenly glasses to the heavens<br/>
Squalor Victoria, Squalor Victoria!<br/>
<br/>
Out of my league, I have birds in my sleeves<br/>
And I wanna rush in with the fools<br/>
Out of my league, I have birds in my sleeves<br/>
And I wanna rush in with the fools<br/>
<br/>
Raise our heavenly glasses to the heavens<br/>
Squalor Victoria, Squalor Victoria!<br/>
Raise our heavenly glasses to the heavens<br/>
Squalor Victoria, Squalor Victoria!<br/>
<br/>
I'm going down among the saints<br/>
<br/>
3:30 in the last night for you to save this<br/>
You're zoning out, zoning out, zoning out, zoning out<br/>
3:30 in the last night for you to save this<br/>
You're zoning out, zoning out, zoning out, zoning out<br/>
<br/>
This isn't working, you, my middlebrow fuck-up</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Green Gloves,0,"<div class=""lyrics"">
<!--sse-->
<p>Falling out of touch with all my<br/>
Friends are somewhere getting wasted<br/>
Hope they're staying glued together<br/>
I have arms for them<br/>
<br/>
Take another sip of them<br/>
It floats around and takes me over<br/>
Like a little drop of ink<br/>
In a glass of water<br/>
<br/>
Get inside their clothes with my green gloves<br/>
Watch their videos in their chairs<br/>
Get inside their beds with my green gloves<br/>
Get inside their heads, love their loves<br/>
<br/>
Cinderella through the room<br/>
I glide and swan<br/>
Cause I'm the best slow dancer<br/>
In the universe<br/>
<br/>
Falling out of touch with all my<br/>
Friends are somewhere getting wasted<br/>
Hope they're staying glued together<br/>
I have arms for them<br/>
<br/>
Get inside their clothes with my green gloves<br/>
Watch their videos in their chairs<br/>
Get inside their beds with my green gloves<br/>
Get inside their heads, love their loves<br/>
<br/>
Now I hardly know them<br/>
And I'll take my time<br/>
I'll carry them over<br/>
And I'll make them mine<br/>
<br/>
Get inside their clothes with my green gloves<br/>
Watch their videos in their chairs<br/>
Get inside their beds with my green gloves<br/>
Get inside their heads, love their loves</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Slow Show,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Standing at the punch table, swallowing punch<br/>
Can't pay attention to the sound of anyone<br/>
A little more stupid, a little more scared<br/>
Every minute, more unprepared<br/>
<br/>
I made a mistake in my life today<br/>
Everything I love gets lost in the drawers<br/>
I want to start over, I want to be winning<br/>
Way out of sync from the beginning<br/>
<br/>
[Hook]<br/>
I wanna hurry home to you<br/>
Put on a slow, dumb show for you<br/>
And crack you up<br/>
So you can put a blue ribbon on my brain<br/>
God, I'm very, very frightening<br/>
I'll overdo it<br/>
<br/>
[Verse 2]<br/>
Looking for somewhere to stand and stay<br/>
I leaned on the wall and the wall leaned away<br/>
Can I get a minute of not being nervous<br/>
And not thinking of my dick?<br/>
<br/>
My leg is sparkles, my leg is pins<br/>
I better get my shit together, better gather my shit in<br/>
You could drive a car through my head in five minutes<br/>
From one side of it to the other<br/>
<br/>
[Hook]<br/>
I wanna hurry home to you<br/>
Put on a slow, dumb show for you<br/>
And crack you up<br/>
So you can put a blue ribbon on my brain<br/>
God, I'm very, very frightening<br/>
I'll overdo it<br/>
<br/>
[Outro]<br/>
You know I dreamed about you<br/>
For twenty-nine years before I saw you<br/>
You know I dreamed about you<br/>
I missed you for, for twenty-nine years<br/>
<br/>
You know I dreamed about you<br/>
For twenty-nine years before I saw you<br/>
You know I dreamed about you<br/>
I missed you for, for twenty-nine years</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Apartment Story,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Be still for a second while I try and try to pin your flowers on<br/>
Can you carry my drink I have everything else<br/>
I can tie my tie all by myself<br/>
I'm getting tied, I'm forgetting why<br/>
<br/>
[Pre-Chorus]<br/>
Oh we're so disarming darling, everything we did believe<br/>
Is diving diving diving diving off the balcony<br/>
<br/>
[Chorus]<br/>
Tired and wired we ruin too easy<br/>
Sleep in our clothes and wait for winter to leave<br/>
<br/>
[Verse 2]<br/>
Hold ourselves together with our arms around the stereo for hours<br/>
While it sings to itself or whatever it does<br/>
When it sings to itself of its long lost loves<br/>
I'm getting tied, I'm forgetting why<br/>
<br/>
[Chorus]<br/>
Tired and wired we ruin too easy<br/>
Sleep in our clothes and wait for winter to leave<br/>
But I'll be with you behind the couch when they come<br/>
On a different day just like this one<br/>
<br/>
[Bridge]<br/>
We'll stay inside til somebody finds us<br/>
Do whatever the TV tells us<br/>
Stay inside our rosy-minded fuzz for days<br/>
We'll stay inside til somebody finds us<br/>
Do whatever the TV tells us<br/>
Stay inside our rosy-minded fuzz<br/>
<br/>
So worry not<br/>
All things are well<br/>
We'll be alright<br/>
We have our looks and perfume<br/>
<br/>
Stay inside til somebody finds us<br/>
Do whatever the TV tells us<br/>
Stay inside our rosy-minded fuzz<br/>
<br/>
So worry not<br/>
All things are well<br/>
We'll be alright<br/>
We have our looks and perfume on</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Start A War,0,"<div class=""lyrics"">
<!--sse-->
<p>We expected something, something better than before<br/>
We expected something more<br/>
<br/>
Do you really think you can just put it in a safe<br/>
Behind a painting, lock it up and leave?<br/>
Do you really think you can just put it in a safe<br/>
Behind a painting, lock it up and leave?<br/>
Walk away now and you're gonna start a war<br/>
<br/>
Whatever went away, I'll get it over now<br/>
I'll get money, I'll get funny again<br/>
Whatever went away, I'll get it over now<br/>
I'll get money, I'll get funny again<br/>
Walk away now and you're gonna start a war<br/>
<br/>
We expected something, something better than before<br/>
We expected something more<br/>
<br/>
You were always weird but I never had to hold you<br/>
By the edges, like I do now<br/>
We were always weird but I never had to hold you<br/>
By the edges, like I do now<br/>
Walk away now and you're gonna start a war<br/>
<br/>
Whatever went away, I'll get it over now<br/>
I'll get money, I'll get funny again<br/>
Whatever went away, I'll get it over now<br/>
I'll get money, I'll get funny again<br/>
Walk away now and you're gonna start a war<br/>
Walk away now and you're gonna start a war</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Guest Room,0,"<div class=""lyrics"">
<!--sse-->
<p>They're gonna send us to prison for jerks<br/>
For having vague ideas of the way to turn each other on again<br/>
They're gonna send us to prison for jerks<br/>
<br/>
They'll find us here<br/>
Here, here in the guest room<br/>
Where we throw money at each other and cry<br/>
Oh, my<br/>
<br/>
We miss being ruffians, going wild and bright<br/>
In the corners of front yards, getting in and out of cars<br/>
We miss being deviants<br/>
<br/>
They'll find us here<br/>
Here, here in the guest room<br/>
Where we throw money at each other and cry<br/>
Oh, my<br/>
<br/>
We can't stay here<br/>
We're starting to stay the same<br/>
We can't stay here<br/>
We can't stay this way<br/>
<br/>
Just tie your woman to your wrist<br/>
Give her the room to tie the other<br/>
<br/>
They'll find us here<br/>
Here, here in the guest room<br/>
Where we throw money at each other and cry<br/>
Oh, my</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Racing Like A Pro,0,"<div class=""lyrics"">
<!--sse-->
<p>You're pink, you're young, you're middle class<br/>
They say it doesn't matter<br/>
Fifteen blue shirts and womanly hands<br/>
You're shooting up the ladder<br/>
<br/>
Your mind is racing like a pro now<br/>
Oh my god, it doesn't mean a lot to you<br/>
One time you were a glowing young ruffian<br/>
Oh my god, it was a million years ago<br/>
<br/>
Sometimes you get up and bake a cake or something<br/>
Sometimes you stay in bed<br/>
Sometimes you go la di da di da di da da<br/>
Until your eyes roll back into your head<br/>
<br/>
Your mind is racing like a pro now<br/>
Oh my god, it doesn't mean a lot to you<br/>
One time you were a glowing young ruffian<br/>
Oh my god, it was a million years ago<br/>
<br/>
You're dumbstruck baby<br/>
You're dumbstruck baby, now you know<br/>
You're dumbstruck baby<br/>
You're dumbstruck baby, now you know<br/>
<br/>
Your mind is racing like a pro now<br/>
Oh my god, it doesn't mean a lot to you<br/>
One time you were a glowing young ruffian<br/>
Oh my god, it was a million years ago<br/>
<br/>
You're dumbstruck baby<br/>
You're dumbstruck baby, now you know<br/>
You're dumbstruck baby<br/>
You're dumbstruck baby, now you know<br/>
<br/>
You're dumbstruck baby</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Ada,0,"<div class=""lyrics"">
<!--sse-->
<p>Ada, don't talk about reasons why you don't want to talk<br/>
About reasons why you don't wanna talk<br/>
Now that you got everybody you consider sharp<br/>
All alone, all together, all together in the dark<br/>
<br/>
Leave it all up in the air<br/>
Leave it all up in the air<br/>
Leave it all up in the air<br/>
<br/>
Ada, put the sounds of your house in a song<br/>
Try to be speechless for a minute<br/>
If you think you're gonna faint, go out in the hallway<br/>
Let them all have your neck<br/>
<br/>
Ada, don't stay in the lake too long<br/>
It lives alone and it barely knows you<br/>
It'll have a nervous breakdown and fall<br/>
Into a thousand pieces around you<br/>
<br/>
Stand inside an empty tuxedo with grapes in my mouth<br/>
Waiting for Ada<br/>
Ada, hold onto yourself by the sleeves<br/>
I think everything counts a little more than we think<br/>
<br/>
Leave it all up in the air<br/>
Leave it all up in the air<br/>
Leave it all up in the air<br/>
<br/>
Ada, Ada, Ada, Ada<br/>
Ada, I can hear the sound of your laugh through the wall<br/>
<br/>
Ada, don't talk about reasons why you don't want to talk<br/>
About reasons why you don't wanna talk<br/>
Now that you got everybody you consider sharp<br/>
All alone, all together, all together in the dark<br/>
<br/>
Leave it all up in the air<br/>
Leave it all up in the air<br/>
Leave it all up in the air<br/>
<br/>
Ada, Ada, Ada, Ada<br/>
Ada I can hear the sound of your laugh through the wall<br/>
Ada, Ada, Ada, Ada<br/>
Ada, I've been hoping you know your way 'round</p>
<!--/sse-->
</div>"
The National,Boxer Live In Brussels,Gospel,0,"<div class=""lyrics"">
<!--sse-->
<p>1 2 3 4<br/>
I've got two armfuls of magazines for you<br/>
I'll bring them over<br/>
So hang your holiday rainbow lights in the garden<br/>
Hang your holiday rainbow lights in the garden<br/>
And I'll, I'll bring a nice icy drink to you<br/>
<br/>
Let me come over, I can waste your time, I'm bored<br/>
Invite me to the war every night of the summer<br/>
And we'll play G.I. blood, G.I. blood<br/>
We'll stand by the pool, we'll throw out our golden arms<br/>
<br/>
Darling, can you tie my string?<br/>
Killers are calling on me<br/>
<br/>
My angel face is falling<br/>
Feathers are falling on my feet<br/>
Darling, can you tie my string?<br/>
Killers are calling on me<br/>
<br/>
Stay near your, stay near your television, set it up outside<br/>
And hang your holiday rainbow lights in the garden<br/>
Hang your holiday rainbow lights in the garden<br/>
And I'll, I'll bring a nice icy drink to you<br/>
<br/>
Let me come over, I can waste your time, I'm bored<br/>
Invite me to the war every night of the summer<br/>
And we'll play G.I. blood, G.I. blood<br/>
We'll stand by the pool, we'll throw out our golden arms<br/>
<br/>
Darling, can you tie my string?<br/>
Killers are calling on me<br/>
<br/>
My angel face is falling<br/>
Feathers are falling on my feet<br/>
My angel face is falling<br/>
Feathers are falling on my feet<br/>
<br/>
Darling, can you tie my string?<br/>
Killers are calling on me<br/>
Darling, can you tie my string?<br/>
Killers are calling on me</p>
<!--/sse-->
</div>"
